roots,max_family_size,citation_completeness,paraphrase_rate,topic_contamination,cases,method,tp,fp,tn,fn,precision,recall,f1,false_independence,false_dependence,source_count_error,brier,brier_mcse,log_loss,accuracy,confidently_wrong,sharpness
4,2,0.5,0.4,0.1,160,hybrid,314,0,2171,10,1.0,0.9691358024691358,0.9843260188087775,0.030864197530864196,0.0,0.015625,0.11592021546172515,0.016381512810145354,0.3500208377753764,0.83125,0.0125,0.3522325548230127
4,2,0.5,0.4,0.5,160,oracle,299,0,2068,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09202149052729011,0.013669093434808367,0.2933408174175848,0.85625,0.00625,0.35065188966704713
4,2,0.5,0.4,0.5,160,all_independent,0,0,2068,299,1.0,0.0,0.0,1.0,0.0,0.4671875,0.10770105049927951,0.018519076492557292,0.3581520872670515,0.85625,0.05,0.3953054653943481
4,2,0.5,0.4,0.5,160,all_one,299,2068,0,0,0.1263202365863963,1.0,0.22430607651912982,0.0,1.0,0.75,0.1496699306015638,0.007458820501652435,0.47852185402639097,0.85625,0.0,0.15094259875455324
4,2,0.5,0.4,0.5,160,citation,144,0,2068,155,1.0,0.4816053511705686,0.6501128668171557,0.5183946488294314,0.0,0.2421875,0.1043844965652249,0.016814438322992557,0.3304839080097758,0.84375,0.025,0.3764210966735745
4,2,0.5,0.4,0.5,160,text,298,413,1655,1,0.4191279887482419,0.9966555183946488,0.5900990099009901,0.0033444816053511705,0.1997098646034816,0.16875,0.09477892481418504,0.012443149052967941,0.309250471706758,0.875,0.00625,0.32031819129535044
4,2,0.5,0.4,0.5,160,hybrid,298,413,1655,1,0.4191279887482419,0.9966555183946488,0.5900990099009901,0.0033444816053511705,0.1997098646034816,0.16875,0.09477892481418504,0.012443149052967941,0.309250471706758,0.875,0.00625,0.32031819129535044
4,2,0.5,0.8,0.1,160,oracle,343,0,2271,0,1.0,1.0,1.0,0.0,0.0,0.0,0.08014324182781678,0.01441405812588128,0.26884957648624674,0.9125,0.01875,0.37583013777639024
4,2,0.5,0.8,0.1,160,all_independent,0,0,2271,343,1.0,0.0,0.0,1.0,0.0,0.5359375,0.0816458449216661,0.017284913352585564,0.2969082690017796,0.9,0.04375,0.42443047657871275
4,2,0.5,0.8,0.1,160,all_one,343,2271,0,0,0.13121652639632747,1.0,0.23199188366587759,0.0,1.0,0.75,0.13514502387717714,0.007447724288324874,0.4461471646259361,0.9,0.0,0.16957426524973424
4,2,0.5,0.8,0.1,160,citation,161,0,2271,182,1.0,0.46938775510204084,0.6388888888888888,0.5306122448979592,0.0,0.284375,0.08668323326213334,0.016110127460007787,0.2996522315045002,0.9125,0.0375,0.3886295701176679
4,2,0.5,0.8,0.1,160,text,22,0,2271,321,1.0,0.0641399416909621,0.12054794520547946,0.9358600583090378,0.0,0.5015625,0.08235134073220753,0.01719909032804615,0.2973053147201131,0.9,0.0375,0.4226647782080592
4,2,0.5,0.8,0.1,160,hybrid,171,0,2271,172,1.0,0.49854227405247814,0.6653696498054475,0.5014577259475219,0.0,0.26875,0.08711577505273646,0.015983702657629197,0.29885693187407664,0.9,0.03125,0.38755940052434623
4,2,0.5,0.8,0.5,160,oracle,314,0,2134,0,1.0,1.0,1.0,0.0,0.0,0.0,0.05899448979141305,0.011638693128106803,0.20374932173549065,0.93125,0.0125,0.3888859574017635
4,2,0.5,0.8,0.5,160,all_independent,0,0,2134,314,1.0,0.0,0.0,1.0,0.0,0.490625,0.06091985990363782,0.014111188568109933,0.21235566769308062,0.925,0.01875,0.42343621715862295
4,2,0.5,0.8,0.5,160,all_one,314,2134,0,0,0.12826797385620914,1.0,0.22737146994931207,0.0,1.0,0.75,0.1260120896679996,0.006481455241941337,0.4261265376607774,0.925,0.0,0.17331526837731617
4,2,0.5,0.8,0.5,160,citation,159,0,2134,155,1.0,0.5063694267515924,0.6723044397463002,0.49363057324840764,0.0,0.2421875,0.06094951255196181,0.013069429156271474,0.2100024926113228,0.93125,0.01875,0.403943560890936
4,2,0.5,0.8,0.5,160,text,161,313,1821,153,0.339662447257384,0.5127388535031847,0.40862944162436554,0.4872611464968153,0.14667291471415184,0.221875,0.06473853370518529,0.012390187410789393,0.22584764219503012,0.91875,0.00625,0.38584909315186405
4,2,0.5,0.8,0.5,160,hybrid,242,399,1735,72,0.37753510140405616,0.7707006369426752,0.506806282722513,0.22929936305732485,0.18697282099343954,0.2109375,0.06857245892258922,0.012083214102629766,0.24602048494860349,0.925,0.0125,0.3656320918687722
4,2,0.9,0.0,0.1,160,oracle,297,0,2052,0,1.0,1.0,1.0,0.0,0.0,0.0,0.11459151424610767,0.016845147538172574,0.37699459408972935,0.83125,0.01875,0.35204143665689014
4,2,0.9,0.0,0.1,160,all_independent,0,0,2052,297,1.0,0.0,0.0,1.0,0.0,0.4640625,0.1221936489677373,0.019838925922640794,0.43827223766828,0.81875,0.05625,0.38998773652278584
4,2,0.9,0.0,0.1,160,all_one,297,2052,0,0,0.12643678160919541,1.0,0.22448979591836737,0.0,1.0,0.75,0.15768451676706768,0.008436479010348639,0.4954927887762265,0.81875,0.0,0.15056031296104197
4,2,0.9,0.0,0.1,160,citation,263,0,2052,34,1.0,0.8855218855218855,0.9392857142857143,0.11447811447811448,0.0,0.053125,0.11756920950374317,0.01756055913847285,0.3838268867542664,0.8375,0.025,0.3600417522129852
4,2,0.9,0.0,0.1,160,text,297,0,2052,0,1.0,1.0,1.0,0.0,0.0,0.0,0.11459151424610767,0.016845147538172574,0.37699459408972935,0.83125,0.01875,0.35204143665689014
4,2,0.9,0.0,0.1,160,hybrid,297,0,2052,0,1.0,1.0,1.0,0.0,0.0,0.0,0.11459151424610767,0.016845147538172574,0.37699459408972935,0.83125,0.01875,0.35204143665689014
4,2,0.9,0.0,0.5,160,oracle,291,0,2025,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09471568018647394,0.014574489255671104,0.30581794979988647,0.8625,0.01875,0.35526225684004764
4,2,0.9,0.0,0.5,160,all_independent,0,0,2025,291,1.0,0.0,0.0,1.0,0.0,0.4546875,0.10739395719345082,0.018427921969986754,0.38171204408990456,0.84375,0.03125,0.40125393528324993
4,2,0.9,0.0,0.5,160,all_one,291,2025,0,0,0.12564766839378239,1.0,0.2232451093210587,0.0,1.0,0.75,0.14918673517574801,0.007823905506778273,0.47660951922137745,0.84375,0.0,0.15576565775361562
4,2,0.9,0.0,0.5,160,citation,268,0,2025,23,1.0,0.9209621993127147,0.9588550983899822,0.07903780068728522,0.0,0.0359375,0.1010029450246179,0.01537862513141078,0.317940319500573,0.84375,0.01875,0.3612106318095993
4,2,0.9,0.0,0.5,160,text,291,378,1647,0,0.4349775784753363,1.0,0.60625,0.0,0.18666666666666668,0.1796875,0.11119778311509412,0.01438970978594473,0.34475190015519025,0.84375,0.00625,0.325460900086969
4,2,0.9,0.0,0.5,160,hybrid,291,378,1647,0,0.4349775784753363,1.0,0.60625,0.0,0.18666666666666668,0.1796875,0.11119778311509412,0.01438970978594473,0.34475190015519025,0.84375,0.00625,0.325460900086969
4,2,0.9,0.4,0.1,160,oracle,326,0,2191,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09365612666057699,0.014951556073179295,0.3106962805352187,0.89375,0.025,0.3545361705577855
4,2,0.9,0.4,0.1,160,all_independent,0,0,2191,326,1.0,0.0,0.0,1.0,0.0,0.509375,0.1175938715809652,0.019023856651446992,0.3973005746551036,0.84375,0.03125,0.39448789767193226
4,2,0.9,0.4,0.1,160,all_one,326,2191,0,0,0.12951926897099722,1.0,0.22933520928596554,0.0,1.0,0.75,0.1535209336701051,0.007871669566597317,0.4855516433063169,0.84375,0.0,0.15118757008779868
4,2,0.9,0.4,0.1,160,citation,289,0,2191,37,1.0,0.8865030674846626,0.9398373983739837,0.11349693251533742,0.0,0.0578125,0.09419773198390073,0.015767271991040433,0.3153247088553302,0.89375,0.03125,0.36438552945023256
4,2,0.9,0.4,0.1,160,text,313,0,2191,13,1.0,0.9601226993865031,0.9796557120500783,0.03987730061349693,0.0,0.0203125,0.09548478351203482,0.014941067999213879,0.3145984179771587,0.89375,0.025,0.3514620716690434
4,2,0.9,0.4,0.1,160,hybrid,325,0,2191,1,1.0,0.9969325153374233,0.9984639016897081,0.003067484662576687,0.0,0.0015625,0.09387044681426192,0.01495070525632179,0.3112182375384225,0.89375,0.025,0.35416520636148185
4,2,0.9,0.4,0.5,160,oracle,337,0,2232,0,1.0,1.0,1.0,0.0,0.0,0.0,0.1225102493169754,0.017649163372115972,0.3745498993181623,0.825,0.0375,0.35745693603187856
4,2,0.9,0.4,0.5,160,all_independent,0,0,2232,337,1.0,0.0,0.0,1.0,0.0,0.5265625,0.13884076155091132,0.02213338484393111,0.4687186103470743,0.81875,0.08125,0.40605217774616564
4,2,0.9,0.4,0.5,160,all_one,337,2232,0,0,0.13117944725574154,1.0,0.23193392980041297,0.0,1.0,0.75,0.15783293063125986,0.00822207532505293,0.4947220130221156,0.81875,0.0,0.15265084331223802
4,2,0.9,0.4,0.5,160,citation,309,0,2232,28,1.0,0.9169139465875371,0.9566563467492261,0.0830860534124629,0.0,0.04375,0.12681375548994692,0.01838564069966395,0.38651334579384006,0.81875,0.04375,0.36224231687295483
4,2,0.9,0.4,0.5,160,text,336,540,1692,1,0.3835616438356164,0.9970326409495549,0.5539983511953833,0.002967359050445104,0.24193548387096775,0.2046875,0.13405989242740868,0.016715962931953356,0.4111580631050022,0.80625,0.025,0.3182263242702518
4,2,0.9,0.4,0.5,160,hybrid,336,540,1692,1,0.3835616438356164,0.9970326409495549,0.5539983511953833,0.002967359050445104,0.24193548387096775,0.2046875,0.13405989242740868,0.016715962931953356,0.4111580631050022,0.80625,0.025,0.3182263242702518
4,2,0.9,0.8,0.1,160,oracle,309,0,2104,0,1.0,1.0,1.0,0.0,0.0,0.0,0.10427830939065334,0.015284117096837748,0.32594068864003345,0.84375,0.0125,0.35509622358005183
4,2,0.9,0.8,0.1,160,all_independent,0,0,2104,309,1.0,0.0,0.0,1.0,0.0,0.4828125,0.11714369746175171,0.01861358036101971,0.36674752747564343,0.825,0.0375,0.39082683723700967
4,2,0.9,0.8,0.1,160,all_one,309,2104,0,0,0.12805636137588064,1.0,0.22703894195444524,0.0,1.0,0.75,0.149385745146076,0.007573748499631905,0.4759528336902508,0.825,0.0,0.15351831050014314
4,2,0.9,0.8,0.1,160,citation,284,0,2104,25,1.0,0.919093851132686,0.9578414839797639,0.08090614886731391,0.0,0.0390625,0.10507969287750007,0.015644895351978407,0.3340704508903526,0.84375,0.01875,0.3574311666384314
4,2,0.9,0.8,0.1,160,text,30,0,2104,279,1.0,0.0970873786407767,0.17699115044247787,0.9029126213592233,0.0,0.4359375,0.11598495336093102,0.018469133204253113,0.3549715861749352,0.8375,0.0375,0.3912740863027421
4,2,0.9,0.8,0.1,160,hybrid,288,0,2104,21,1.0,0.9320388349514563,0.9648241206030151,0.06796116504854369,0.0,0.0328125,0.10423909433111293,0.015233461536900332,0.32517490595690207,0.84375,0.0125,0.3549343226447928
4,2,0.9,0.8,0.5,160,oracle,321,0,2165,0,1.0,1.0,1.0,0.0,0.0,0.0,0.07400709546922433,0.012892578350761618,0.2618132597206037,0.90625,0.0125,0.36478357636228803
4,2,0.9,0.8,0.5,160,all_independent,0,0,2165,321,1.0,0.0,0.0,1.0,0.0,0.5015625,0.07867717285374778,0.01628467440875455,0.2817647170070924,0.91875,0.0375,0.4113651259774418
4,2,0.9,0.8,0.5,160,all_one,321,2165,0,0,0.12912308930008046,1.0,0.22871392946205912,0.0,1.0,0.75,0.14002047806594795,0.007188111194828189,0.4580889307123324,0.91875,0.0,0.15944122551188375
4,2,0.9,0.8,0.5,160,citation,285,0,2165,36,1.0,0.8878504672897196,0.9405940594059405,0.11214953271028037,0.0,0.05625,0.07584468198599731,0.013699648594772552,0.2692534481358414,0.90625,0.01875,0.3684840984094414
4,2,0.9,0.8,0.5,160,text,174,315,1850,147,0.3558282208588957,0.5420560747663551,0.4296296296296296,0.45794392523364486,0.14549653579676675,0.2265625,0.09362566486504564,0.015150640654205544,0.3115707702719843,0.875,0.025,0.3600550802289407
4,2,0.9,0.8,0.5,160,hybrid,308,446,1719,13,0.40848806366047746,0.9595015576323987,0.5730232558139535,0.040498442367601244,0.20600461893764435,0.1890625,0.09135175659872144,0.012895730898763436,0.30794317682236183,0.875,0.0125,0.3292580549320661
4,5,0.0,0.0,0.1,160,oracle,2482,0,8366,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09222424461775282,0.015246921314587705,0.2957101136745087,0.88125,0.00625,0.37182111930938344
4,5,0.0,0.0,0.1,160,all_independent,0,0,8366,2482,1.0,0.0,0.0,1.0,0.0,1.959375,0.11536980537358676,0.02184409165274235,0.5016819509443016,0.84375,0.075,0.4443549796269277
4,5,0.0,0.0,0.1,160,all_one,2482,8366,0,0,0.22879793510324484,1.0,0.3723930982745687,0.0,1.0,0.75,0.14571991216276833,0.007615281686634387,0.4678507566715514,0.84375,0.0,0.15836131942234036
4,5,0.0,0.0,0.1,160,citation,0,0,8366,2482,1.0,0.0,0.0,1.0,0.0,1.959375,0.11536980537358676,0.02184409165274235,0.5016819509443016,0.84375,0.075,0.4443549796269277
4,5,0.0,0.0,0.1,160,text,2482,0,8366,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09222424461775282,0.015246921314587705,0.2957101136745087,0.88125,0.00625,0.37182111930938344
4,5,0.0,0.0,0.1,160,hybrid,2482,0,8366,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09222424461775282,0.015246921314587705,0.2957101136745087,0.88125,0.00625,0.37182111930938344
4,5,0.0,0.0,0.5,160,oracle,2637,0,8874,0,1.0,1.0,1.0,0.0,0.0,0.0,0.09367865075587264,0.0161359113937508,0.32186143186520155,0.88125,0.01875,0.3723476661857198
4,5,0.0,0.0,0.5,160,all_independent,0,0,8874,2637,1.0,0.0,0.0,1.0,0.0,2.0265625,0.12321450533632106,0.022828992222650613,0.7698889473227711,0.8375,0.06875,0.4512118471010161
4,5,0.0,0.0,0.5,160,all_one,2637,8874,0,0,0.2290852228303362,1.0,0.3727735368956743,0.0,1.0,0.75,0.15131255690693896,0.008636932408459256,0.48081140140822737,0.8375,0.0,0.1615275119017588
4,5,0.0,0.0,0.5,160,citation,0,0,8874,2637,1.0,0.0,0.0,1.0,0.0,2.0265625,0.12321450533632106,0.022828992222650613,0.7698889473227711,0.8375,0.06875,0.4512118471010161
4,5,0.0,0.0,0.5,160,text,2637,5310,3564,0,0.3318233295583239,1.0,0.4982993197278911,0.0,0.5983772819472617,0.4328125,0.13096255579481167,0.013802120646655895,0.4158178173069258,0.83125,0.0125,0.26247586789711613
4,5,0.0,0.0,0.5,160,hybrid,2637,5310,3564,0,0.3318233295583239,1.0,0.4982993197278911,0.0,0.5983772819472617,0.4328125,0.13096255579481167,0.013802120646655895,0.4158178173069258,0.83125,0.0125,0.26247586789711613
4,5,0.0,0.4,0.1,160,oracle,2737,0,9161,0,1.0,1.0,1.0,0.0,0.0,0.0,0.07798569080845066,0.01349993348698537,0.26529993893386694,0.9,0.0125,0.36672336247543763
4,5,0.0,0.4,0.1,160,all_independent,0,0,9161,2737,1.0,0.0,0.0,1.0,0.0,2.090625,0.11133141277920547,0.02173103026324984,0.5583909970342826,0.86875,0.0625,0.4566312666520325
4,5,0.0,0.4,0.1,160,all_one,2737,9161,0,0,0.23003866195999328,1.0,0.37403484796720193,0.0,1.0,0.75,0.14614979450501686,0.007845047458565934,0.47013606723552054,0.86875,0.0,0.15985618013986325
4,5,0.0,0.4,0.1,160,citation,0,0,9161,2737,1.0,0.0,0.0,1.0,0.0,2.090625,0.11133141277920547,0.02173103026324984,0.5583909970342826,0.86875,0.0625,0.4566312666520325
4,5,0.0,0.4,0.1,160,text,2505,0,9161,232,1.0,0.9152356594811838,0.9557420831743609,0.08476434051881622,0.0,0.11875,0.07712309401614428,0.01362671734258556,0.25942998879059054,0.9125,0.0125,0.37222682235913773
4,5,0.0,0.4,0.1,160,hybrid,2505,0,9161,232,1.0,0.9152356594811838,0.9557420831743609,0.08476434051881622,0.0,0.11875,0.07712309401614428,0.01362671734258556,0.25942998879059054,0.9125,0.0125,0.37222682235913773
